Address,Mainnet Indices,Stark Alloc
0x24f30151d71cdb0c27a078c6a15365918aa8688e,[115343],23.11465345816293
0x7f57aff89e2014f9232670fec3b5444ff16dd735,[115343],22.810892702488367
0xc4317dcac98c2166821196ad996b22961c2ea005,[115343],22.28593574979005
0x6ab880afd1e0c7786cc5d05f4fd9b17761768da8,[115343],20.93530289622241
0xb0cd09cb5f6b9eb08ca9e5d28011496f3d82bca9,[115343],19.693729497037836
0x3e2d76633e9eed1e468d56d361a158c843da8820,[115343],19.500926805960773
0x3a2d016124df975850b84a6a970ecd5725bf793d,[115343],19.32277050276535
0xf4d430dd8eaa0412c802ffb450250cc8b6117895,[115343],18.42530156109833
0x0f109e11b76e83f8a984c9d80d379fc806fa2b65,[115343],17.31956501521468
0xbfd6f4904185e7e52c6154987b6c53099492a350,[115343],17.112783891218665
0x28dd5c8d35a51da814723df13d72cbd971da227f,[115343],16.45284775410053
0x4be670ee941d277bdb16281ce5b0136e9a8743c5,[115343],16.318964546421427
0xe51f7b117121a8ce5785af941561fe04a6a6aa6b,[115343],16.20316755542879
0xfd9e173edb21bef255d774c7b51314f92e9f31f9,[115343],15.303429755092465
0x497831f4f242b1caf7ffdc494f731217ac658a17,[115344],15.104984976027161
0x3175d33ce60c02a458b4535bb39656c036d32ce7,[115344],14.472195685153578
0x31e89be0c67c100bfdb7faacdd53c5481887050c,[115344],14.126242850854581
0x9833eee8055c425375dadeb12109c4b3ba667d79,[115344],13.758276328490457
0x59de49c597640d3508146c50333a8857c3c84597,[115344],13.55669924512008
0xca627448cc3ec58a12830ac04387f479af724272,[115344],13.537649398735642
0xa4aaaf352d2b9efc06def2bcb0817083c05ba40b,[115344],13.041728521200012
0xbdddc071a8f11e178f0b7ef462c6667d8d7fd3e4,[115344],11.844533413673975
0x3831d812f87814b2203615d1bf1a647d1c1816c5,[115344],11.830728387590714
